ik14,status,cid,smiles,error
HPHUVLMMVZITSG,failed,,,no_cid
HPJKCIUCZWXJDR,failed,25235894,,no_smiles
HPMRFMKYPGXPEP,failed,,,no_cid
HPMZBILYSWLILX,failed,,,no_cid
HPNSFSBZBAHARI,ok,163622774,CC1=C2COC(=[OH+])C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,
HPWIIERXAFODPP,failed,177509377,,no_smiles
HQFWVSGBVLEQGA,failed,,,no_cid
HQIRNZOQPUAHHV,failed,,,no_cid
HQMNCQVAMBCHCO,failed,168866780,,no_smiles
HQRSUIDICNOLPX,failed,12358988,,no_smiles
HQVHOQAKMCMIIM,failed,,,no_cid
HQZOLNNEQAKEHT,ok,177594078,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)O)C)O)C)C)C)O)C,
HRHKSTOGXBBQCB,failed,,,no_cid
HRNLUBSXIHFDHP,failed,9865515,,no_smiles
HRRBJVNMSRJFHQ,failed,,,no_cid
HRRXCXABAPSOCP,failed,,,no_cid
HRWCVUIFMSZDJS,failed,133662685,,no_smiles
HRYZWHHZPQKTII,failed,160642211,,no_smiles
HSHNITRMYYLLCV,ok,175734102,CC1=CC(=O)OC2=C1C=CC(=C2)O,
HSJFYRYGGKLQBT,ok,68749,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2OC,
HSMNQINEKMPTIC,failed,,,no_cid
HSUGRBWQSSZJOP,failed,,,no_cid
HSWPZIDYAHLZDD,failed,,,no_cid
HTIKWNNIPGXLGM,ok,146157410,CCC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)OC(=O)C)N5CCCCC5)C)C)[N+]6(CCCCC6)CC=C,
HTIQEAQVCYTUBX,failed,171391570,,no_smiles
HTMIBDQKFHUPSX,failed,,,no_cid
HTQMVQVXFRQIKW,ok,153725462,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,
HTWFXPCUFWKXOP,failed,86294934,,no_smiles
HUCJFAOMUPXHDK,failed,,,no_cid
HUFOZJXAKZVRNJ,failed,57335384,,no_smiles
HUNXMJYCHXQEGX,failed,,,no_cid
HUPFGZXOMWLGNK,ok,131708824,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,
HUYWAWARQUIQLE,failed,,,no_cid
HVAUUPRFYPCOCA,ok,172731258,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)C,
HVFLCNVBZFFHBT,failed,,,no_cid
HVXBOLULGPECHP,failed,177698761,,no_smiles
HVXKQKFEHMGHSL,failed,135384924,,no_smiles
HVYWMOMLDIMFJA,failed,,,no_cid
HWGBHCRJGXAGEU,failed,169443936,,no_smiles
HWGQMRYQVZSGDQ,failed,,,no_cid
HWHLPVGTWGOCJO,failed,,,no_cid
HWKJSYYYURVNQU,failed,163023961,,no_smiles
HWKQNAWCHQMZHK,failed,,,no_cid
HWTUHTNZLQJJEV,failed,,,no_cid
HWXIGFIVGWUZAO,failed,,,no_cid
HWXVIOGONBBTBY,failed,172653178,,no_smiles
HXGBXQDTNZMWGS,ok,68734414,[H+].C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,
HXHWSAZORRCQMX,ok,169433018,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,
HXJKWPGVENNMCC,ok,71492450,CCC1=CC(=C(C=C1OC)CC(C)N)OC,
HXLAFSUPPDYFEO,ok,134229286,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,
HXRSXEDVVARPHP,ok,66753191,CN(C)CC1=CC=C(O1)CSCCNC(=C[N+](=O)[O-])NCC2=CC3=C(C=C2)OCO3,
HXWLAJVUJSVENX,ok,129627789,COC(=O)C1C2CCC(N2CCCF)CC1C3=CC=C(C=C3)I,
HXYVTAGFYLMHSO,ok,153695595,CCCCCCCCCCCCCCCC(=O)NCCO,
HYAFETHFCAUJAY,ok,169069230,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,
HYFHYPWGAURHIV,ok,170996872,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O,
HYHJFNXFVPGMBI,ok,100773,CN(CC(=O)N)C(=O)N(CCCl)N=O,
HYHMLYSLQUKXKP,ok,172456559,CC(C)(CCCCCC(CCCCCC(C)(C)C(=O)O)O)C(=O)O,
HYIMSNHJOBLJNT,ok,161947127,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,
HYPPXZBJBPSRLK,ok,177834451,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,
HYWYRSMBCFDLJT,ok,177747020,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,
HYYBABOKPJLUIN,ok,175757896,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,
HZIYEEMJNBKMJH,ok,169445913,CC1=CC=CC=C1C2=CC(=NC=C2N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CC[N+](CC4)(C)COP(=O)(O)O,
HZQDCMWJEBCWBR,ok,169444098,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)O)C(=O)N,
HZVLFTCYCLXTGV,ok,11677589,CCC1=NC2=C(N1C3=CC=C(C=C3)CCNC(=O)NS(=O)(=O)C4=CC=C(C=C4)C)C=C(N=C2C)C,
HZZVJAQRINQKSD,ok,177831215,C1C2N(C1=O)C(C(=CCO)O2)C(=O)O,
IAIDUHCBNLFXEF,ok,163321869,CC(CSC(=O)C1=CC=CC=C1)C(=O)N2CC(CC2C(=O)O)SC3=CC=CC=C3,
IAKHMKGGTNLKSZ,ok,166595466,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,
IAOZJIPTCAWIRG,ok,156588055,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,
IAVUPMFITXYVAF,ok,171381875,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C,
IAZDPXIOMUYVGZ,ok,175857290,C[SH+](=O)C,
IBALRBWGSVJPAP,ok,136234059,C1=CC(=CC=C1C(=NCCCC(=O)N)C2=C(C=CC(=C2)F)O)Cl,
IBAQFPQHRJAVAV,ok,178878898,C1C(C(C(C(N1CCO)CO)O)O)O,
IBGBGRVKPALMCQ,ok,169441652,C1=CC(=C(C=C1C=O)O)O,
IBLNKMRFIPWSOY,ok,169446553,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,
IBTISPLPBBHVSU,ok,90700992,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)C=NOCCN)O,
IBWPUTAKVGZXRB,ok,28082568,CC(CCC1=CC2=C(C=C1)OCO2)NN,
IBYCYJFUEJQSMK,ok,162641792,CCN=C1NC2=C(C=C(C=C2)Cl)C(O1)(C)C3=CC=CC=C3,
ICFJFFQQTFMIBG,ok,176523395,C1=CC=C(C=C1)CCN=C(N)NC(=N)N,
ICKFFNBDFNZJSX,ok,25295,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2,
ICLWTJIMXVISSR,ok,67425,CCN(CC)CCOC1=C(C(=CC=C1)OCCN(CC)CC)OCCN(CC)CC,
ICMGLRUYEQNHPF,ok,162641970,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,
ICMWWNHDUZJFDW,ok,172873928,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,
ICTXHFFSOAJUMG,ok,133126710,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3CCC(=O)C4,
IDBPHNDTYPBSNI,ok,76974288,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,
IDINUJSAMVOPCM,ok,10500554,C(CCCN=C(N)N)CCC(=O)NC(C(=O)NCCCCNCCCN)O,
IDPUKCWIGUEADI,ok,6194,C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl,
IDUYJRXRDSPPRC,ok,178876134,C1=CC(=CC=C1C2=CN=C(C=C2)C(C(CN3C=NN=N3)(C4=C(C=C(C=C4)F)F)O)(F)F)OCC(F)(F)F,
IDYZIJYBMGIQMJ,ok,71316297,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,
IECPWNUMDGFDKC,ok,178334398,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C,
IEDVJHCEMCRBQM,ok,169447447,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,
IEGNLZVDENYZEJ,ok,6099079,[SH-].[SH-].S=[Mo+2]=S,
IEJSCSAMMLUINT,ok,135531321,CC1=CC2=C(C=C1CN(CC#C)C3=CC(=C(C=C3)C(=O)NC(CCC4=NNN=N4)C(=O)O)F)C(=O)NC(=N2)C,
IEJXVRYNEISIKR,ok,6921705,C1C[NH+]=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,
IEMDOFXTVAPVLX,ok,177398687,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,
IENZFHBNCRQMNP,ok,169445358,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)Cl)CC4=CC(=C(C=C4)F)C#N,
IENZQIKPVFGBNW,ok,169490745,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,
IETKPTYAGKZLKY,ok,142806525,CN1C(=[NH+]C2=CC=CC=C2C1=O)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4,
IEXUMDBQLIVNHZ,ok,169568549,CC12CC(C3=C4CCC(=O)C=C4CCC3C1CCC2(CCCO)O)C5=CC=C(C=C5)N(C)C,
IFFPICMESYHZPQ,ok,6992068,CC(CC1=CC=CC=C1)[NH2+]CCC(C2=CC=CC=C2)C3=CC=CC=C3,
IFKLAQQSCNILHL,ok,131978372,C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,
IFSDAJWBUCMOAH,ok,169435554,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,
IGXZLYMCFZHNKW,ok,163285285,C1=C(NC=N1)CC(C(=O)[O-])[N-]C(=O)CCN.[Zn+2],
IHEHEFLXQFOQJO,ok,102156199,C1CCN(CC1)C2(CCN(CC2)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)N,
IHFMXHPNVAVTCJ,ok,80085,CC[N+](C)(CC)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,
IHLAQQPQKRMGSS,ok,71751359,C1C(CN(C1=O)CC(=O)N)O,
IHOVFYSQUDPMCN,ok,134694744,C1CN(CCN1CC(COC2=CC=CC3=C2C=CC=N3)O)C4C5=CC=CC=C5C6C(C6(F)F)C7=CC=CC=C47,
IHUNBGSDBOWDMA,ok,155774707,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,
IIBYAHWJQTYFKB,ok,169434425,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,
IIDJRNMFWXDHID,ok,154731310,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,
IIRWWTKISYTTBL,ok,177747009,C1=CC(=CC=C1CCCCNCC(C2=CC(=C(C=C2)O)O)O)O,
IIVBFTNIGYRNQY,ok,172873981,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4C1=CC(=O)CC4,
IIXWYSCJSQVBQM,ok,177480617,CC1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C,
IJHNSHDBIRRJRN,ok,146161556,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2,
IJNIQYINMSGIPS,ok,71315189,CN1CCCN(CC1)C2=CC=C(C=C2)C(=O)NC3=C(C=CC=C3O)NC(=O)C4=CC=C(C=C4)OC,
IJVCSMSMFSCRME,ok,154152002,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(CC4)O,
IJWPAFMIFNSIGD,ok,9841854,CC1(C(=O)C(=C(O1)C2=CC=C(C=C2)S(=O)(=O)N)C3=CC(=CC=C3)F)C,
IKBKZGMPCYNSLU,ok,177614392,CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC,
IKDNYFNBRFYHNO,ok,155761571,CCC1C(C2=NC1=CC3=C(C(=C(N3)C(=C4C(C(C(=N4)C=C5C(=C(C(=C2)N5)C(=O)C)C)C)CCC(=O)O)CC(=O)OC)C(=O)NCCS(=O)(=O)O)C)C,
IKENVDNFQMCRTR,ok,44235053,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,
IKFBPFGUINLYQI,ok,137432518,CCNC1C2CCC(C2)C1C3=CC=CC=C3,
IKMPWMZBZSAONZ,ok,169446324,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,
IKWTVSLWAPBBKU,ok,71309374,O=[As]O[As]=O,
ILCTUFVQFCIIDS,ok,154145822,CC(=O)OC1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C,
ILKJAFIWWBXGDU,ok,177789628,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6,
ILVYCEVXHALBSC,ok,178874568,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CCC=CCCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C,
ILYCWAKSDCYMBB,ok,177834407,CC1CCC(CC1=CC=C2CCCC3(C2CCC3C(C)C=CC(C)C(C)C)C)O,
IMBXEJJVJRTNOW,ok,12918999,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O,
IMOZEMNVLZVGJZ,ok,178874701,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,
IMPVZRLKKKXMKQ,ok,45266800,CC1(C(NC(S1)C(C(=O)NCCCCC(C(=O)O)N)NC(=O)CC2=CC=CC=C2)C(=O)O)C.C(CCN)CC(C(=O)O)N,
IMSSROKUHAOUJS,ok,176519900,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC,
IMWZZHHPURKASS,ok,44469982,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,
IMYHGORQCPYVBZ,ok,133688658,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2C)CCC3=CC=CC=C3)C(=O)OC,
IMYZQPCYWPFTAG,ok,162642017,CC1(C2CCC(C2)C1(C)NC)C,
INDBQLZJXZLFIT,ok,71751768,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,
INJOMKTZOLKMBF,ok,171391513,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,
INUNXTSAACVKJS,ok,76974351,CC(CN1CCOCC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N4CCCC4,
INVTYAOGFAGBOE,ok,168007110,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,
INWLQCZOYSRPNW,ok,91971845,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,
IOJUJUOXKXMJNF,ok,119032,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC(=C2)CO[N+](=O)[O-],
IOOWNWLVCOUUEX,ok,178876924,B1(C(CCC(O1)CC(=O)O)NC(=O)CC2=CC=CS2)O,
IOVCWXUNBOPUCH,ok,174560506,[H+].N(=O)O,
IOVGROKTTNBUGK,ok,177679406,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O,
IPEHBUMCGVEMRF,ok,175943999,C1=CN=C(C=N1)C(=O)N,
IPOBOOXFSRWSHL,ok,172676784,C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4,
IPOKCKJONYRRHP,ok,136969179,C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,
IPOPQVVNCFQFRK,ok,92402803,CCOC(=O)C1(CCN(CC1)CCC(C2=CC=CC=C2)O)C3=CC=CC=C3,
IPQVTOJGNYVQEO,ok,134715801,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,
IPVQLZZIHOAWMC,ok,76962612,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,
IPWKIXLWTCNBKN,ok,175202356,CC1=[N+](C(=CN1)[N+](=O)[O-])CC(CCl)O,
IQPSEEYGBUAQFF,ok,163656433,COC1=C(C(=NC=C1)C[SH+](=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,
IQUFSXIQAFPIMR,ok,76974306,CC(CC1=CC=CC=C1)NCCC#N,
IQUHNCOJRJBMSU,ok,57016826,CC(CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)O,
IQVRBWUUXZMOPW,ok,178203482,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)C=CC3=CC(=C(C=C3)OC)OC)C,
IQWYAQCHYZHJOS,ok,76974325,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3,
IRLWJILLXJGJTD,ok,118753234,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC,
IRSCQMHQWWYFCW,ok,137199984,[H+].C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,
IRVLBORJKFZWMI,ok,163657900,CCN(C)C(C)C(C1=CC=CC=C1)O,
IRYFCWPNDIUQOW,ok,71316776,COC1=CC=CC=C1N2CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F,
IRYJRGCIQBGHIV,ok,5576,CC1(C(=O)N(C(=O)O1)C)C,
ISAKRJDGNUQOIC,ok,150601773,C1=CNC(=O)NC1=O,
ISEHJSHTIVKELA,ok,76955828,CC(C)NC(C)CC1=CC=C(C=C1)I,
ISFHAYSTHMVOJR,ok,76960445,CN1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4,
ISHXLNHNDMZNMC,ok,177558719,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=NO)CCC34,
ISWRGOKTTBVCFA,ok,158796141,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,
ISWSIDIOOBJBQZ,ok,175950703,C1=CC=C(C=C1)O,
ISZNZKHCRKXXAU,ok,9571037,CC(C)N=C(N)N=C(N)NC1=CC(=C(C=C1)Cl)Cl,
ITJNARMNRKSWTA,ok,86308547,C[NH2+]CCC(C1=CC=CC=C1)OC2=CC=CC=C2OC,
ITRJWOMZKQRYTA,ok,169436675,CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O,
IUBSYMUCCVWXPE,ok,140147907,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,
IUCCYQIEZNQWRS,ok,178271055,CCC(C)C1C(=NCC(=NC(C(=NC(C(=NC(C(=NCC(=NC(C(=NCC(=NC(CSSCC(C(=NC(C(=NCC(=NCC(=NC(C(=NC(C(=NC(C(=NC(C(=N1)O)CCCNC(=N)N)O)CC(=O)O)O)CCSC)O)CCCNC(=N)N)O)O)O)CC2=CC=CC=C2)O)N=C(C(CO)N=C(C(CO)N=C(C(CCCNC(=N)N)N=C(C(CCCNC(=N)N)N=C(C(CC(C)C)N=C(C(CO)N=C(C(CCCNC(=N)N)N=C(C3CCCN3C(=O)C(C)N=C(C(C(C)O)N)O)O)O)O)O)O)O)O)O)C(=NC(CC(=N)O)C(=NC(CO)C(=NC(CC4=CC=CC=C4)C(=NC(CCCNC(=N)N)C(=NC(CC5=CC=C(C=C5)O)C(=O)O)O)O)O)O)O)O)O)CC(C)C)O)O)CO)O)CCC(=N)O)O)C)O)O,
IUCJMVBFZDHPDX,ok,5799,C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4,
IUEWXNHSKRWHDY,ok,178876899,CCCS(=O)(=O)NC1CC(C1)N(C)C2=NC=NC3=C2C=CN3,
IUJDSEJGGMCXSG,ok,46783062,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,
IUVCFHHAEHNCFT,ok,74223036,CC(C)OC1=C(C=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)C4=C(C(=O)C5=C(O4)C=CC(=C5)F)C6=CC(=CC=C6)F)F,
IUWVALYLNVXWKX,ok,162642023,CCCCOC(=O)C1=CC=C(C=C1)N,
IVBHGBMCVLDMKU,ok,137705220,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,
IVCRCPJOLWECJU,ok,170026995,CC1CC2=CC(=O)CCC2C3C1C4CCC(C4(CC3)C)OC(=O)C,
IVFYLRMMHVYGJH,ok,169435586,CC1CC2=CC(=O)CCC2(C3C1C4CCC(C4(CC3)C)(C)O)C,
IVOMOUWHDPKRLL,ok,177892951,C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,
IVQOFBKHQCTVQV,ok,5255542,CC[NH+](CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O,
IVTVGDXNLFLDRM,ok,136232986,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1,
IVVNZDGDKPTYHK,ok,6603960,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1,
IVYPNXXAYMYVSP,ok,68422190,C1=CC=C2C(=C1)C(=CN2)CO,
IWBJJCOKGLUQIZ,failed,,,no_cid
IWCWQNVIUXZOMJ,ok,168313108,CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C(=O)O)C)S(=O)(=O)[O-],
IWUCXVSUMQZMFG,ok,171391653,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,
IWVCMVBTMGNXQD,failed,,,no_cid
IWVRVEIKCBFZNF,ok,131709133,CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4,
IWXNYAIICFKCTM,ok,142273641,CC(C)C1=C(C=C(C=C1)C(=O)NC(=[NH2+])N)S(=O)(=O)C,
IXHBTMCLRNMKHZ,ok,24848269,CC(C)(C)[NH2+]CC(COC1=CC=CC2=C1CCCC2=O)O,
IXOXBSCIXZEQEQ,ok,175467989,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,
IXTMWRCNAAVVAI,ok,169490876,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,
IXXFZUPTQVDPPK,ok,173842509,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)(C)F)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=N4)C5=CC(=CC=C5)N)C,
IYDYFVUFSPQPPV,ok,173742684,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CNCCO)N)N)NC(=O)C(CCN)O)O,
IYFNEFQTYQPVOC,ok,136234084,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)NCCC4CCCN4C)OCCC)C,
IYIKLHRQXLHMJQ,ok,171391565,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,
IYIYMCASGKQOCZ,ok,92403499,CCNC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C,
IYJMSDVSVHDVGT,ok,162902427,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)OC,
IYMMESGOJVNCKV,ok,171395977,C1CC[NH2+]C(C1)C(C2=CC(=C(C=C2)O)O)O,
IYVFNTXFRYQLRP,ok,178356371,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O,
IZBNNCFOBMGTQX,ok,162650322,CCC1=NN(C(=O)N1CC)CCCN2CCN(CC2)C3=CC(=CC=C3)Cl,
IZEKFCXSFNUWAM,ok,162641926,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,
IZJDOKYDEWTZSO,ok,101621138,C1=CC=C(C=C1)CCN=C=S,
IZLPZXSZLLELBJ,ok,76959959,CCCCSC1=CC=C(C=C1)C(C2=CC=CC=C2)SCCN(C)C,
IZOYMGQQVNAMHS,ok,64939,COC1=NSN=C1NS(=O)(=O)C2=CC=C(C=C2)N,
JAONZGLTYYUPCT,ok,102117152,C1=C(C=C(C(=C1[O-])[O-])[O-])C(=O)O.O.[Bi+3],
JAPHQRWPEGVNBT,ok,124301345,C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,
JAQUASYNZVUNQP,ok,169437873,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,
JAUOIFJMECXRGI,ok,171391607,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,
JAYAGJDXJIDEKI,ok,175674825,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,
JAZBEHYOTPTENJ,ok,177696454,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,
JBDGDEWWOUBZPM,ok,176836278,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,
JBIWCJUYHHGXTC,failed,,,no_cid
JBKPUQTUERUYQE,ok,135581005,C[N+]1=CC=CC=C1C=NO,
JBMKAUGHUNFTOL,ok,2720,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,
JCBQCKFFSPGEDY,ok,101609120,C1CN2CCC1C(C2)N3C4=CC=CC=C4CCC5=CC=CC=C53,
JCCNYMKQOSZNPW,ok,178325964,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,
